description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.;54.385;/l0Di5mvlFhIxTn8VPGhcrYE0MCT.jpg;6.142;337.0;347126.0;162660.0;God's Not Dead 2;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;347126.0;Jesse Metcalfe;Robin Givens;Melissa Joan Hart;Brad Heller;Ernie Hudson;Harold Cronk
The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.;9.081;/k2WWlrMbuINyzDCfBuD48eN22QY.jpg;6.137;151.0;368942.0;162726.0;A Quiet Passion;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368942.0;Cynthia Nixon;Jennifer Ehle;Keith Carradine;Emma Bell;Sara Vertongen;Terence Davies
A defense attorney works to get his teenage client acquitted of murdering his wealthy father.;10.216;/iL3Bx4YOqYdAMlx4czLyygA09MC.jpg;6.479;946.0;331583.0;162730.0;The Whole Truth;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;331583.0;Keanu Reeves;Renée Zellweger;Gugu Mbatha-Raw;Gabriel Basso;Jim Belushi;Courtney Hunt
A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.;8.804;/41SVO0AElBAl7zks9dFhJ0OjHni.jpg;6.803;705.0;340485.0;162738.0;American Honey;2016;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;340485.0;Sasha Lane;Shia LaBeouf;Riley Keough;McCaul Lombardi;Arielle Holmes;Andrea Arnold
Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events.;17.102;/fEwo3gZfbeoovdcTyf4o4wATE1r.jpg;6.437;1116.0;374617.0;162828.0;Imperium;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;374617.0;Daniel Radcliffe;Toni Collette;Tracy Letts;Sam Trammell;Nestor Carbonell;Daniel Ragussis
"A camera crew catches up with David Brent, the former star of the fictional British series, ""The Office"" as he now fancies himself a rockstar on the road.";10.693;/lhUKeZj7VlWAtavAzTLwClDWSpI.jpg;6.132;299.0;339792.0;162842.0;David Brent: Life on the Road;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;339792.0;Ricky Gervais;Ben Bailey-Smith;Rebecca Gethings;Jo Hartley;Andrew Brooke;Ricky Gervais
Fifteen-year old John Cleaver is dangerous, and he knows it. He’s obsessed with serial killers, but really doesn’t want to become one. Terrible impulses constantly tempt him, so for his own sake, and the safety of those around, he lives by rigid rules to keep himself “good” and “normal”. However, when a real monster shows up in his town he has to let his dark side out in order to stop it – but without his rules to keep him in check, he might be more dangerous than the monster he’s trying to kill.;12.294;/mfhVJQGUV3Lmun9wzdaPmBJ8s2u.jpg;6.288;392.0;381034.0;162882.0;I Am Not a Serial Killer;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381034.0;Christopher Lloyd;Laura Fraser;Max Records;James Gaulke;Tim Russell;Billy O'Brien
"One day, Koyomi Araragi encounters the horrifying vampire, Kiss-shot Acerola-orion Heart-under-blade A.K.A. the ""King of Apparitions."" He saves the fatally wounded Kiss-shot by offering his blood at the expense of his own life as a human. Now Koyomi has to face the vampire hunters to retrieve Kiss-shot’s limbs which were taken by these hunters...";24.052;/ebzbZbjGZodfs9Rcq8iaLDsthi8.jpg;7.798;213.0;357786.0;162968.0;Kizumonogatari Part 1: Tekketsu;2016;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;357786.0;Hiroshi Kamiya;Maaya Sakamoto;Yui Horie;Takahiro Sakurai;Masashi Ebara;Akiyuki Simbo
One year after the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back.;20.697;/bXhogkZCR0aOQ077rfMULYbDmtH.jpg;7.626;246.0;225745.0;162982.0;"Steins;Gate the Movie: The Burden of Déjà vu";2013;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;225745.0;Mamoru Miyano;Asami Imai;Tomokazu Seki;Kana Hanazawa;Yukari Tamura;Kanji Wakabayashi
Year 2116—The Japanese government begins to export the Sibyl System unmanned drone robots to troubled countries, and the system spreads throughout the world. A state in the midst of a civil war, SEAUn (the South East Asia Union), brings in the Sibyl System as an experiment. Under the new system, the coastal town of Shambala Float achieves temporary peace and safety. But then SEAUn sends terrorists to Japan. They slip through the Sibyl System and then attack from within. The shadow of a certain man falls on this incident. In charge of the police, Tsunemori travels to Shambala Float to investigate. The truth of justice on this new ground will become clear.;25.699;/v03t9EkHZZOLMaFow4mLYu6b7uS.jpg;7.095;174.0;296917.0;162990.0;PSYCHO-PASS: The Movie;2016;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;296917.0;Kana Hanazawa;Tomokazu Seki;Kenji Nojima;Ayane Sakura;Takahiro Sakurai;Katsuyuki Motohiro
The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.;23.799;/rpAYkkc7ltnxnMXOZLPuI9A6cuB.jpg;6.337;309.0;184341.0;163006.0;Hands of Stone;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184341.0;Robert De Niro;Edgar Ramírez;Jurnee Smollett;Ellen Barkin;Rubén Blades;Jonathan Jakubowicz
Toni, a tomboyish boxer, lands a spot on an after-school drill team in the West End community of Cincinnati. She eagerly absorbs routines, masters drills, and even pierces her own ears to fit in. It’s the joy of her first friendships and her discovery of dance. Shortly after Toni joins the team, most of the girls on the team suffer from episodes of fainting, swooning, and shaking in a seemingly uncontrollable catharsis. Nobody can explain the mysterious outbreak. These fits soon transform into a rite of passage as the trauma draws the other girls closer together. Caught between her need for control and her desire for acceptance, Toni must decide how far she will go to embody her new ideals.;5.364;/sWKsJln7CBXuNCGJMMVnCj5xzlQ.jpg;6.525;102.0;358807.0;163020.0;The Fits;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;358807.0;Royalty Hightower;Alexis Neblett;Makyla Burnam;Da'Sean Minor;Inayah Rodgers;Anna Rose Holmer
A heartwarming and crowd-pleasing coming-of-age comedy with a unique spin, Morris from America centers on Morris Gentry, a 13-year-old who has just relocated with his single father, Curtis to Heidelberg, Germany. Morris, who fancies himself the next Notorious B.I.G., is a complete fish-out-of-water—a budding hip-hop star in an EDM world. To complicate matters further, Morris quickly falls hard for his cool, rebellious, 15-year-old classmate Katrin. Morris sets out against all odds to take the hip-hop world by storm and win the girl of his dreams.;5.667;/i3mFOlegdIaeZY8qHvZEtcYd8Te.jpg;6.0;82.0;352890.0;163022.0;Morris from America;2016;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;352890.0;Markees Christmas;Craig Robinson;Lina Keller;Carla Juri;Jakub Gierszał;Chad Hartigan
When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.;28.395;/9TdP3lOYereXW6lJp3ayPkB8muP.jpg;7.08;867.0;315011.0;163056.0;Shin Godzilla;2016;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;315011.0;Hiroki Hasegawa;Yutaka Takenouchi;Satomi Ishihara;Kengo Kora;Satoru Matsuo;Hideaki Anno
A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.;8.166;/yPgppin50E0pxKgL1lmKlFbhTF1.jpg;5.905;147.0;351242.0;163092.0;The Intervention;2016;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351242.0;Natasha Lyonne;Cobie Smulders;Melanie Lynskey;Jason Ritter;Clea DuVall;Clea DuVall
Numbed by grief, Arthur Brennan heads across the world to Japan’s Aokigahara, a mysterious forest lapping the foothills of Mount Fuji — a place where people go to contemplate life and death. Having found the perfect place to die, Arthur encounters a Japanese man, Takumi Nakamura, who appears to have lost his way. Together, the two men embark on a journey of reflection and survival.;10.13;/gmVGIEfzxupZUTer1Z5n80CHFnD.jpg;6.266;421.0;291351.0;163094.0;The Sea of Trees;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;291351.0;Matthew McConaughey;Ryoko Seta;Sienna Tow;Naoko Marshall;Michiko Tomura;Gus Van Sant
XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.;16.624;/lSWO4dZTqOEGSHffJl4GH3G8Fvp.jpg;6.021;560.0;352492.0;163118.0;XOXO;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;352492.0;Sarah Hyland;Hayley Kiyoko;Chris D'Elia;Graham Phillips;LaMonica Garrett;Christopher Louie
High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.;161.877;/q719jXXEzOoYaps6babgKnONONX.jpg;8.526;9127.0;372058.0;163134.0;Your Name.;2016;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;372058.0;Ryunosuke Kamiki;Mone Kamishiraishi;Ryo Narita;Aoi Yuki;Nobunaga Shimazaki;Makoto Shinkai
Teenagers Birdboy and Dinki have decided to escape from an island devastated by ecological catastrophe: Birdboy by shutting himself off from the world, Dinki by setting out on a dangerous voyage in the hope that Birdboy will accompany her.;6.417;/xS6M8jigRzQ0oFG0SdAQBfmEYtd.jpg;7.4;93.0;361705.0;163136.0;Psiconautas;2015;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361705.0;Andrea Alzuri;Eva Ojanguren;Josu Cubero;Félix Arcarazo;Jorge Carrero;Pedro Rivero
A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.;7.288;/1Lkmicr9GhlVUzn9YVqHkQNka98.jpg;6.01;99.0;356191.0;163464.0;Demon;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356191.0;Itay Tiran;Agnieszka Żulewska;Tomasz Schuchardt;Andrzej Grabowski;Tomasz Zietek;Marcin Wrona
A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.;17.624;/rpsEci5qoJxUdTHFo5MHwhLDafV.jpg;7.282;471.0;390497.0;163496.0;The Tunnel;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390497.0;Ha Jung-woo;Bae Doona;Oh Dal-su;Shin Jung-geun;Nam Ji-hyun;Kim Seong-hun
October, 2008. Young nun Colleen has cut off all contact from her family until an email from her mother states, “Your brother is home.” On returning to her childhood home in Asheville, NC, she finds her old room exactly how she left it: painted black and covered in goth/metal posters. Her parents are happy enough to see her, but unease and awkwardness abounds. Her brother is living as a recluse in the guesthouse since returning home from the Iraq war. During Colleen’s visit, tensions rise and fall with a little help from Halloween, pot cupcakes, and GWAR. Little Sister is a sad comedy about family – a schmaltz-free, pathos-drenched, feel good movie for the little goth girl inside us all.;6.261;/xsE4ApQf4by53uG7QOdypQRakp.jpg;6.189;98.0;381069.0;163504.0;Little Sister;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381069.0;Addison Timlin;Ally Sheedy;Keith Poulson;Kristin Slaysman;Molly Plunk;Zach Clark
"Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.";11.535;/1A5cWPvPnw7vY1Dfg3DSyLG0k96.jpg;5.906;262.0;340487.0;163508.0;Certain Women;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;340487.0;Laura Dern;Kristen Stewart;Michelle Williams;Lily Gladstone;James Le Gros;Kelly Reichardt
Summer 1962 and Olli Mäki has a shot at the world championship title in featherweight boxing. From the Finnish countryside to the bright lights of Helsinki, everything has been prepared for his fame and fortune. All Olli has to do is lose weight and concentrate. But there is a problem – he has fallen in love with Raija.;3.901;/bhOwc4F6pQrta2rhaXGGjGwgLN2.jpg;6.662;68.0;392807.0;163510.0;The Happiest Day in the Life of Olli Mäki;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;392807.0;Jarkko Lahti;Oona Airola;Eero Milonoff;Joanna Haartti;Joonas Saartamo;Juho Kuosmanen
Clara, a vibrant former music critic and widow with flowing tresses is the only remaining apartment owner in a beautiful older building targeted for demolition by ruthless luxury high-rise developers. Clara proves to be a force to be reckoned with as she thwarts the builders plans to kick her out of the apartment.;8.917;/Xue7dRut5p2l6a9oCwTLI53GM9.jpg;7.5;406.0;377273.0;163512.0;Aquarius;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;377273.0;Sônia Braga;Maeve Jinkings;Irandhir Santos;Humberto Carrão;Fernando Teixeira;Kleber Mendonça Filho
Senior investment banker Naomi Bishop’s world of high-power big money is brutal and fierce, and one she thrives in. When a controversial IPO threatens the fragile balance of power and confidentiality, Naomi finds herself entangled in a web of politics and deception.;9.293;/rCl96gJRjX4R1l1jArouQpPc5qw.jpg;5.636;81.0;347033.0;163547.0;Equity;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;347033.0;Anna Gunn;James Purefoy;Sarah Megan Thomas;Alysia Reiner;Sophie von Haselberg;Meera Menon
An intimate journey through the formative years of David Lynch's life. From his idyllic upbringing in small town America to the dark streets of Philadelphia, we follow Lynch as he traces the events that have helped to shape one of cinema's most enigmatic directors.;10.749;/pBwqs2Q8TwJMi7rt4C9hTRXsA20.jpg;6.94;150.0;413765.0;163585.0;David Lynch: The Art Life;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;413765.0;Lula Lynch;Edwina Lynch;Donald Lynch;Peggy Reavey;Bushnell Keeler;Olivia Neergaard-Holm
The true story of Jimmy Adams, a V.P. of a $30 billion hedge fund, who loses his job and winds up working as a waiter at a waffle shop. Amidst the greasy madness of the 24-hour diner, Jimmy befriends Edward, an ex-con grill master who serves up hard lessons about life, finance, and grits.;6.107;/cEwd2dCQogFt0oZpfnDwQ88x5wz.jpg;6.128;109.0;386501.0;163587.0;Waffle Street;2015;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;386501.0;James Lafferty;Danny Glover;Julie Gonzalo;Dale Dickey;Marshall Bell;Eshom Nelms
WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.;325.734;/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg;8.191;11508.0;324786.0;163645.0;Hacksaw Ridge;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;324786.0;Andrew Garfield;Sam Worthington;Vince Vaughn;Teresa Palmer;Luke Bracey;Mel Gibson
With nothing off-limits, David Cross is unapologetic, insightful, and biting in his Netflix original stand-up comedy special, MAKING AMERICA GREAT AGAIN. Filmed live at The Paramount Theatre in Austin, TX, Cross takes aim the current political landscape.;3.781;/kBT4vmL6gfik5rSczV3emBAPeMC.jpg;6.622;37.0;408546.0;163653.0;David Cross: Making America Great Again;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408546.0;David Cross;no actors;no actors;no actors;no actors;Alex Coletti
"David, a struggling comedy writer fresh off from breaking up with his boyfriend, moves from New York City to Sacramento to help his sick mother. Living with his conservative father and much-younger sisters for the first time in ten years, he feels like a stranger in his childhood home. As his mother’s health declines, David frantically tries to extract meaning from this horrible experience and convince everyone (including himself) that he's ""doing okay.”";6.567;/aC7VqBeovG1yPUtlOhUfXofKBkZ.jpg;6.366;164.0;371449.0;163663.0;Other People;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;371449.0;Jesse Plemons;Molly Shannon;Bradley Whitford;Maude Apatow;Madisen Beaty;Chris Kelly
The life of Star Trek's Mr. Spock — as well as that of Leonard Nimoy, the actor who played Mr. Spock for almost fifty years —written and directed by his son, Adam.;8.064;/1pDgqNx9GdW82QJU4Rc6egT3YAG.jpg;7.454;140.0;338544.0;163771.0;For the Love of Spock;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;338544.0;Leonard Nimoy;William Shatner;George Takei;Simon Pegg;Chris Pine;Adam Nimoy
In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.;10.568;/6P12dmdR0XFXXOPx1HsI8kT6yMX.jpg;7.757;585.0;393729.0;163909.0;Divines;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;393729.0;Oulaya Amamra;Déborah Lukumuena;Kévin Mischel;Jisca Kalvanda;Yasin Houicha;Houda Benyamina
The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.;31.013;/aREeJV7avhlLnCicVG3fBjXiaW1.jpg;5.911;525.0;340945.0;163911.0;USS Indianapolis: Men of Courage;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;340945.0;Nicolas Cage;Tom Sizemore;Matt Lanter;Thomas Jane;Emily Tennant;Mario Van Peebles
19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.;17.698;/vblJ5cTqZKg3DSyN1z8JxTUyf2Y.jpg;5.993;483.0;293767.0;163931.0;Billy Lynn's Long Halftime Walk;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;293767.0;Joe Alwyn;Kristen Stewart;Chris Tucker;Garrett Hedlund;Vin Diesel;Ang Lee
Students on a camping trip discover something sinister is lurking beyond the trees.;26.864;/chgLLNv3bMSOptaciOUPtDcAggq.jpg;5.211;1665.0;351211.0;163937.0;Blair Witch;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351211.0;James Allen McCune;Callie Hernandez;Brandon Scott;Corbin Reid;Valorie Curry;Adam Wingard
Aspiring New York City artist, John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind.;6.911;/9ybRAn6AoSuyMjfqbhgosdye2R5.jpg;6.324;244.0;325346.0;163941.0;The Hollars;2016;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325346.0;John Krasinski;Margo Martindale;Richard Jenkins;Sharlto Copley;Anna Kendrick;John Krasinski
The Beatles stormed through Europe's music scene in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.;11.799;/A6q7Jy4vXgXXoCoHX4lpCaKvcMV.jpg;7.64;303.0;391698.0;163949.0;The Beatles: Eight Days a Week - The Touring Years;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;391698.0;Paul McCartney;Ringo Starr;John Lennon;George Harrison;Larry Kane;Ron Howard
Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists. Kurt has always been in older brother, Eric's shadow, as he lacks the instincts needed to become a champion. Against Kurt's concerns, Eric accepts a paid offer and travels to Thailand to challenge the Muay Thai champion Tong Po and fails with dire consequences. Kurt sets out for revenge. He trains with his brother's mentor, Master Durand, for a Muay Thai fight against the merciless champion, Tong Po. Durand first thinks Kurt is impossible to train, but through a series of spiritual exercises and tests, Durand discovers that Kurt has a deeper strength that will carry him through his final showdown with Tong Po.;16.194;/9suFyXDE1MhZ8I8tuhmTd0fJ7G8.jpg;5.033;345.0;308529.0;163951.0;Kickboxer: Vengeance;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;308529.0;Alain Moussi;Dave Bautista;Sara Malakul Lane;Jean-Claude Van Damme;Darren Shahlavi;John Stockwell
Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.;18.432;/iDWer2VFikupdqDc7d5sxCWZ3gW.jpg;6.985;367.0;354859.0;163955.0;The Promise;2016;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;354859.0;Oscar Isaac;Charlotte Le Bon;Christian Bale;Daniel Giménez Cacho;Tom Hollander;Terry George
The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.;15.034;/teNPeDIRGWxtvMaJsNa7lw5IgiL.jpg;6.707;820.0;339419.0;163959.0;Loving;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;339419.0;Joel Edgerton;Ruth Negga;Michael Shannon;Marton Csokas;Nick Kroll;Jeff Nichols
Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.;8.452;/7pWcZa8ANeRCIlddbBZu8QconsU.jpg;6.638;195.0;346134.0;163965.0;Miss Stevens;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;346134.0;Lily Rabe;Timothée Chalamet;Lili Reinhart;Anthony Quintal;Oscar Nunez;Julia Hart
In the 1970s, a television reporter Christine Chubbuck struggles with depression and professional frustrations as she tries to advance her career.;8.621;/enZy6Yx6sjdOXxcnQVC200RjeKM.jpg;6.785;304.0;339405.0;163971.0;Christine;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;339405.0;Rebecca Hall;Michael C. Hall;Maria Dizzia;Tracy Letts;J. Smith-Cameron;Antonio Campos
Launched in 1982 by three friends in a Houston diner, Compaq Computer set out to build a portable PC to take on IBM, the world’s most powerful tech company. Many had tried cloning the industry leader’s code, only to be trounced by IBM and its high-priced lawyers. Explore the remarkable David vs. Goliath story, and eventual demise, of Compaq, an unlikely upstart who altered the future of computing and helped shape the world as we know it today.;3.396;/i6PPXhhJotvSqX2GhIZiGHVdZ96.jpg;6.727;55.0;381058.0;163979.0;Silicon Cowboys;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;381058.0;Bill Murto;Jim Harris;Bill Fargo;Hugh Barnes;Gary Stimac;Jason Cohen
Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.;17.502;/jHkIIkP4O0vUkSACcizOPZQIiF7.jpg;5.419;663.0;284564.0;163981.0;31;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;284564.0;Sheri Moon Zombie;Richard Brake;Meg Foster;Malcolm McDowell;Daniel Roebuck;Rob Zombie
